id,identifier,category_id,cost,fling_power,fling_effect_id,timing_id,is_berry,change_stat_id,change_stat_val,change_stat_id2,change_stat_val2
942,grassium-z--bag,23,0,,,0,0,-1,100,-1,100
943,icium-z--bag,23,0,,,0,0,-1,100,-1,100
944,fightinium-z--bag,23,0,,,0,0,-1,100,-1,100
945,poisonium-z--bag,23,0,,,0,0,-1,100,-1,100
946,groundium-z--bag,23,0,,,0,0,-1,100,-1,100
947,flyinium-z--bag,23,0,,,0,0,-1,100,-1,100
948,psychium-z--bag,23,0,,,0,0,-1,100,-1,100
949,buginium-z--bag,23,0,,,0,0,-1,100,-1,100
950,rockium-z--bag,23,0,,,0,0,-1,100,-1,100
951,ghostium-z--bag,23,0,,,0,0,-1,100,-1,100
952,dragonium-z--bag,23,0,,,0,0,-1,100,-1,100
953,darkinium-z--bag,23,0,,,0,0,-1,100,-1,100
954,steelium-z--bag,23,0,,,0,0,-1,100,-1,100
955,fairium-z--bag,23,0,,,0,0,-1,100,-1,100
956,pikanium-z--bag,23,0,,,0,0,-1,100,-1,100
957,decidium-z--bag,23,0,,,0,0,-1,100,-1,100
958,incinium-z--bag,23,0,,,0,0,-1,100,-1,100
959,primarium-z--bag,23,0,,,0,0,-1,100,-1,100
960,tapunium-z--bag,23,0,,,0,0,-1,100,-1,100
961,marshadium-z--bag,23,0,,,0,0,-1,100,-1,100
962,aloraichium-z--bag,23,0,,,0,0,-1,100,-1,100
963,snorlium-z--bag,23,0,,,0,0,-1,100,-1,100
964,eevium-z--bag,23,0,,,0,0,-1,100,-1,100
965,mewnium-z--bag,23,0,,,0,0,-1,100,-1,100
966,pikashunium-z--bag,23,0,,,0,0,-1,100,-1,100
967,solganium-z--held,23,0,,,0,0,-1,100,-1,100
968,lunalium-z--held,23,0,,,0,0,-1,100,-1,100
969,ultranecrozium-z--held,23,0,,,0,0,-1,100,-1,100
970,mimikium-z--held,23,0,,,0,0,-1,100,-1,100
971,lycanium-z--held,23,0,,,0,0,-1,100,-1,100
972,kommonium-z--held,23,0,,,0,0,-1,100,-1,100
973,solganium-z--bag,23,0,,,0,0,-1,100,-1,100
974,lunalium-z--bag,23,0,,,0,0,-1,100,-1,100
975,ultranecrozium-z--bag,23,0,,,0,0,-1,100,-1,100
976,mimikium-z--bag,23,0,,,0,0,-1,100,-1,100
977,lycanium-z--bag,23,0,,,0,0,-1,100,-1,100
978,kommonium-z--bag,23,0,,,0,0,-1,100,-1,100
979,z-power-ring,23,0,,,0,0,-1,100,-1,100
980,pink-petal,23,0,,,0,0,-1,100,-1,100
981,orange-petal,23,0,,,0,0,-1,100,-1,100
982,blue-petal,23,0,,,0,0,-1,100,-1,100
983,red-petal,23,0,,,0,0,-1,100,-1,100
984,green-petal,23,0,,,0,0,-1,100,-1,100
985,yellow-petal,23,0,,,0,0,-1,100,-1,100
986,purple-petal,23,0,,,0,0,-1,100,-1,100
987,rainbow-flower,23,0,,,0,0,-1,100,-1,100
988,surge-badge,23,0,,,0,0,-1,100,-1,100
989,n-solarizer--merge,23,0,,,0,0,-1,100,-1,100
990,n-lunarizer--merge,23,0,,,0,0,-1,100,-1,100
991,n-solarizer--split,23,0,,,0,0,-1,100,-1,100
992,n-lunarizer--split,23,0,,,0,0,-1,100,-1,100
993,ilimas-normalium-z,23,0,,,0,0,-1,100,-1,100
994,left-poke-ball,23,0,,,0,0,-1,100,-1,100
995,roto-hatch,23,0,,,0,0,-1,100,-1,100
996,roto-bargain,23,0,,,0,0,-1,100,-1,100
997,roto-prize-money,23,0,,,0,0,-1,100,-1,100
998,roto-exp-points,23,0,,,0,0,-1,100,-1,100
999,roto-friendship,23,0,,,0,0,-1,100,-1,100
1000,roto-encounter,23,0,,,0,0,-1,100,-1,100
1001,roto-stealth,23,0,,,0,0,-1,100,-1,100
1002,roto-hp-restore,23,0,,,0,0,-1,100,-1,100
1003,roto-pp-restore,23,0,,,0,0,-1,100,-1,100
1004,roto-boost,23,0,,,0,0,-1,100,-1,100
1005,roto-catch,23,0,,,0,0,-1,100,-1,100
1006,autograph,23,0,,,0,0,-1,100,-1,100
1007,pokemon-box,23,0,,,0,0,-1,100,-1,100
1008,medicine-pocket,23,0,,,0,0,-1,100,-1,100
1009,candy-jar,23,0,,,0,0,-1,100,-1,100
1010,power-up-pocket,23,0,,,0,0,-1,100,-1,100
1011,clothing-trunk,23,0,,,0,0,-1,100,-1,100
1012,catching-pocket,23,0,,,0,0,-1,100,-1,100
1013,battle-pocket,23,0,,,0,0,-1,100,-1,100
1014,silver-razz-berry,48,1000,10,,0,0,-1,100,-1,100
1015,golden-razz-berry,48,5000,10,,0,0,-1,100,-1,100
1016,silver-nanab-berry,48,1000,10,,0,0,-1,100,-1,100
1017,golden-nanab-berry,48,5000,10,,0,0,-1,100,-1,100
1018,silver-pinap-berry,48,1000,10,,0,0,-1,100,-1,100
1019,golden-pinap-berry,48,5000,10,,0,0,-1,100,-1,100
1020,secret-key--letsgo,22,0,,,0,0,-1,100,-1,100
1021,ss-ticket--letsgo,22,0,,,0,0,-1,100,-1,100
1022,parcel--letsgo,22,0,,,0,0,-1,100,-1,100
1023,card-key--letsgo,22,0,,,0,0,-1,100,-1,100
1024,stretchy-spring,24,20,30,,0,0,-1,100,-1,100
1025,chalky-stone,24,60,30,,0,0,-1,100,-1,100
1026,marble,24,300,30,,0,0,-1,100,-1,100
1027,lone-earring,24,600,30,,0,0,-1,100,-1,100
1028,beach-glass,24,800,30,,0,0,-1,100,-1,100
1029,gold-leaf,24,1000,30,,0,0,-1,100,-1,100
1030,silver-leaf,24,1000,30,,0,0,-1,100,-1,100
1031,polished-mud-ball,24,1200,30,,0,0,-1,100,-1,100
1032,tropical-shell,24,2000,30,,0,0,-1,100,-1,100
1033,leaf-letter--pikachu,24,0,30,,0,0,-1,100,-1,100
1034,leaf-letter--eevee,24,0,30,,0,0,-1,100,-1,100
1035,small-bouquet,24,0,30,,0,0,-1,100,-1,100
1036,lure,11,400,30,,0,0,-1,100,-1,100
1037,super-lure,11,700,30,,0,0,-1,100,-1,100
1038,max-lure,11,900,30,,0,0,-1,100,-1,100
1039,pewter-crunchies,30,250,30,,0,0,-1,100,-1,100
1040,health-candy,26,20,,,0,0,-1,100,-1,100
1041,mighty-candy,26,20,,,0,0,-1,100,-1,100
1042,tough-candy,26,20,,,0,0,-1,100,-1,100
1043,smart-candy,26,20,,,0,0,-1,100,-1,100
1044,courage-candy,26,20,,,0,0,-1,100,-1,100
1045,quick-candy,26,20,,,0,0,-1,100,-1,100
1046,health-candy-l,26,20,,,0,0,-1,100,-1,100
1047,mighty-candy-l,26,20,,,0,0,-1,100,-1,100
1048,tough-candy-l,26,20,,,0,0,-1,100,-1,100
1049,smart-candy-l,26,20,,,0,0,-1,100,-1,100
1050,courage-candy-l,26,20,,,0,0,-1,100,-1,100
1051,quick-candy-l,26,20,,,0,0,-1,100,-1,100
1052,health-candy-xl,26,20,,,0,0,-1,100,-1,100
1053,mighty-candy-xl,26,20,,,0,0,-1,100,-1,100
1054,tough-candy-xl,26,20,,,0,0,-1,100,-1,100
1055,smart-candy-xl,26,20,,,0,0,-1,100,-1,100
1056,courage-candy-xl,26,20,,,0,0,-1,100,-1,100
1057,quick-candy-xl,26,20,,,0,0,-1,100,-1,100
1058,bulbasaur-candy,47,20,,,0,0,-1,100,-1,100
1059,charmander-candy,47,20,,,0,0,-1,100,-1,100
1060,squirtle-candy,47,20,,,0,0,-1,100,-1,100
1061,caterpie-candy,47,20,,,0,0,-1,100,-1,100
1062,weedle-candy,47,20,,,0,0,-1,100,-1,100
1063,pidgey-candy,47,20,,,0,0,-1,100,-1,100
1064,rattata-candy,47,20,,,0,0,-1,100,-1,100
1065,spearow-candy,47,20,,,0,0,-1,100,-1,100
1066,ekans-candy,47,20,,,0,0,-1,100,-1,100
1067,pikachu-candy,47,20,,,0,0,-1,100,-1,100
1068,sandshrew-candy,47,20,,,0,0,-1,100,-1,100
1069,nidoran-f-candy,47,20,,,0,0,-1,100,-1,100
1070,nidoran-m-candy,47,20,,,0,0,-1,100,-1,100
1071,clefairy-candy,47,20,,,0,0,-1,100,-1,100
1072,vulpix-candy,47,20,,,0,0,-1,100,-1,100
1073,jigglypuff-candy,47,20,,,0,0,-1,100,-1,100
1074,zubat-candy,47,20,,,0,0,-1,100,-1,100
1075,oddish-candy,47,20,,,0,0,-1,100,-1,100
1076,paras-candy,47,20,,,0,0,-1,100,-1,100
1077,venonat-candy,47,20,,,0,0,-1,100,-1,100
1078,diglett-candy,47,20,,,0,0,-1,100,-1,100
1079,meowth-candy,47,20,,,0,0,-1,100,-1,100
1080,psyduck-candy,47,20,,,0,0,-1,100,-1,100
1081,mankey-candy,47,20,,,0,0,-1,100,-1,100
1082,growlithe-candy,47,20,,,0,0,-1,100,-1,100
1083,poliwag-candy,47,20,,,0,0,-1,100,-1,100
1084,abra-candy,47,20,,,0,0,-1,100,-1,100
1085,machop-candy,47,20,,,0,0,-1,100,-1,100
1086,bellsprout-candy,47,20,,,0,0,-1,100,-1,100
1087,tentacool-candy,47,20,,,0,0,-1,100,-1,100
1088,geodude-candy,47,20,,,0,0,-1,100,-1,100
1089,ponyta-candy,47,20,,,0,0,-1,100,-1,100
1090,slowpoke-candy,47,20,,,0,0,-1,100,-1,100
1091,magnemite-candy,47,20,,,0,0,-1,100,-1,100
1092,farfetchd-candy,47,20,,,0,0,-1,100,-1,100
1093,doduo-candy,47,20,,,0,0,-1,100,-1,100
1094,seel-candy,47,20,,,0,0,-1,100,-1,100
1095,grimer-candy,47,20,,,0,0,-1,100,-1,100
1096,shellder-candy,47,20,,,0,0,-1,100,-1,100
1097,gastly-candy,47,20,,,0,0,-1,100,-1,100
1098,onix-candy,47,20,,,0,0,-1,100,-1,100
1099,drowzee-candy,47,20,,,0,0,-1,100,-1,100
1100,krabby-candy,47,20,,,0,0,-1,100,-1,100
1101,voltorb-candy,47,20,,,0,0,-1,100,-1,100
1102,exeggcute-candy,47,20,,,0,0,-1,100,-1,100
1103,cubone-candy,47,20,,,0,0,-1,100,-1,100
1104,hitmonlee-candy,47,20,,,0,0,-1,100,-1,100
1105,hitmonchan-candy,47,20,,,0,0,-1,100,-1,100
1106,lickitung-candy,47,20,,,0,0,-1,100,-1,100
1107,koffing-candy,47,20,,,0,0,-1,100,-1,100
1108,rhyhorn-candy,47,20,,,0,0,-1,100,-1,100
1109,chansey-candy,47,20,,,0,0,-1,100,-1,100
1110,tangela-candy,47,20,,,0,0,-1,100,-1,100
1111,kangaskhan-candy,47,20,,,0,0,-1,100,-1,100
1112,horsea-candy,47,20,,,0,0,-1,100,-1,100
1113,goldeen-candy,47,20,,,0,0,-1,100,-1,100
1114,staryu-candy,47,20,,,0,0,-1,100,-1,100
1115,mr-mime-candy,47,20,,,0,0,-1,100,-1,100
1116,scyther-candy,47,20,,,0,0,-1,100,-1,100
1117,jynx-candy,47,20,,,0,0,-1,100,-1,100
1118,electabuzz-candy,47,20,,,0,0,-1,100,-1,100
1119,pinsir-candy,47,20,,,0,0,-1,100,-1,100
1120,tauros-candy,47,20,,,0,0,-1,100,-1,100
1121,magikarp-candy,47,20,,,0,0,-1,100,-1,100
1122,lapras-candy,47,20,,,0,0,-1,100,-1,100
1123,ditto-candy,47,20,,,0,0,-1,100,-1,100
1124,eevee-candy,47,20,,,0,0,-1,100,-1,100
1125,porygon-candy,47,20,,,0,0,-1,100,-1,100
1126,omanyte-candy,47,20,,,0,0,-1,100,-1,100
1127,kabuto-candy,47,20,,,0,0,-1,100,-1,100
1128,aerodactyl-candy,47,20,,,0,0,-1,100,-1,100
1129,snorlax-candy,47,20,,,0,0,-1,100,-1,100
1130,articuno-candy,47,20,,,0,0,-1,100,-1,100
1131,zapdos-candy,47,20,,,0,0,-1,100,-1,100
1132,moltres-candy,47,20,,,0,0,-1,100,-1,100
1133,dratini-candy,47,20,,,0,0,-1,100,-1,100
1134,mewtwo-candy,47,20,,,0,0,-1,100,-1,100
1135,mew-candy,47,20,,,0,0,-1,100,-1,100
1136,meltan-candy,47,20,,,0,0,-1,100,-1,100
1137,magmar-candy,47,20,,,0,0,-1,100,-1,100
1138,endorsement,22,0,,,0,0,-1,100,-1,100
1139,pokemon-box-link,21,0,,,0,0,-1,100,-1,100
1140,wishing-star,22,0,,,0,0,-1,100,-1,100
1141,dynamax-band,22,0,,,0,0,-1,100,-1,100
1142,fishing-rod--galar,21,0,,,0,0,-1,100,-1,100
1143,rotom-bike,21,0,,,0,0,-1,100,-1,100
1144,sausages,51,400,10,,0,0,-1,100,-1,100
1145,bobs-food-tin,51,950,80,,0,0,-1,100,-1,100
1146,bachs-food-tin,51,950,80,,0,0,-1,100,-1,100
1147,tin-of-beans,51,400,80,,0,0,-1,100,-1,100
1148,bread,51,150,10,,0,0,-1,100,-1,100
1149,pasta,51,150,10,,0,0,-1,100,-1,100
1150,mixed-mushrooms,51,400,10,,0,0,-1,100,-1,100
1151,smoke-poke-tail,51,2200,10,,0,0,-1,100,-1,100
1152,large-leek,51,2200,20,,0,0,-1,100,-1,100
1153,fancy-apple,51,2200,20,,0,0,-1,100,-1,100
1154,brittle-bones,51,950,30,,0,0,-1,100,-1,100
1155,pack-of-potatoes,51,400,10,,0,0,-1,100,-1,100
1156,pungent-root,51,950,10,,0,0,-1,100,-1,100
1157,salad-mix,51,400,10,,0,0,-1,100,-1,100
1158,fried-food,51,150,10,,0,0,-1,100,-1,100
1159,boiled-egg,51,2200,20,,0,0,-1,100,-1,100
1160,camping-gear,21,0,,,0,0,-1,100,-1,100
1161,rusted-sword,18,0,,,0,0,-1,100,-1,100
1162,rusted-shield,18,0,,,0,0,-1,100,-1,100
1163,fossilized-bird,35,5000,100,,0,0,-1,100,-1,100
1164,fossilized-fish,35,5000,100,,0,0,-1,100,-1,100
1165,fossilized-drake,35,5000,100,,0,0,-1,100,-1,100
1166,fossilized-dino,35,5000,100,,0,0,-1,100,-1,100
1167,strawberry-sweet,10,500,10,,0,0,-1,100,-1,100
1168,love-sweet,10,500,10,,0,0,-1,100,-1,100
1169,berry-sweet,10,500,10,,0,0,-1,100,-1,100
1170,clover-sweet,10,500,10,,0,0,-1,100,-1,100
1171,flower-sweet,10,500,10,,0,0,-1,100,-1,100
1172,star-sweet,10,500,10,,0,0,-1,100,-1,100
1173,ribbon-sweet,10,500,10,,0,0,-1,100,-1,100
1174,sweet-apple,10,2200,30,,0,0,-1,100,-1,100
1175,tart-apple,10,2200,30,,0,0,-1,100,-1,100
1176,throat-spray,12,4000,30,,124,0,-1,100,-1,100
1177,eject-pack,12,4000,50,,129,0,-1,100,-1,100
1178,heavy-duty-boots,12,4000,80,,31,0,-1,100,-1,100
1179,blunder-policy,12,4000,80,,128,0,-1,100,-1,100
1180,room-service,12,4000,100,,130,0,-1,100,-1,100
1181,utility-umbrella,12,4000,60,,0,0,-1,100,-1,100
1182,exp-candy-xs,26,20,30,,0,0,-1,100,-1,100
1183,exp-candy-s,26,240,30,,0,0,-1,100,-1,100
1184,exp-candy-m,26,1000,30,,0,0,-1,100,-1,100
1185,exp-candy-l,26,3000,30,,0,0,-1,100,-1,100
1186,exp-candy-xl,26,10000,30,,0,0,-1,100,-1,100
1187,dynamax-candy,26,0,30,,0,0,-1,100,-1,100
1188,tr00,37,4000,10,,0,0,-1,100,-1,100
1189,tr01,37,6000,85,,0,0,-1,100,-1,100
1190,tr02,37,10000,90,,0,0,-1,100,-1,100
1191,tr03,37,16000,110,,0,0,-1,100,-1,100
1192,tr04,37,10000,90,,0,0,-1,100,-1,100
1193,tr05,37,10000,90,,0,0,-1,100,-1,100
1194,tr06,37,16000,110,,0,0,-1,100,-1,100
1195,tr07,37,6000,10,,0,0,-1,100,-1,100
1196,tr08,37,10000,90,,0,0,-1,100,-1,100
1197,tr09,37,16000,110,,0,0,-1,100,-1,100
1198,tr10,37,16000,100,,0,0,-1,100,-1,100
1199,tr11,37,10000,90,,0,0,-1,100,-1,100
1200,tr12,37,4000,10,,0,0,-1,100,-1,100
1201,tr13,37,2000,10,,0,0,-1,100,-1,100
1202,tr14,37,2000,10,,0,0,-1,100,-1,100
1203,tr15,37,16000,110,,0,0,-1,100,-1,100
1204,tr16,37,6000,80,,0,0,-1,100,-1,100
1205,tr17,37,4000,10,,0,0,-1,100,-1,100
1206,tr18,37,6000,80,,0,0,-1,100,-1,100
1207,tr19,37,4000,80,,0,0,-1,100,-1,100
1208,tr20,37,6000,10,,0,0,-1,100,-1,100
1209,tr21,37,4000,10,,0,0,-1,100,-1,100
1210,tr22,37,10000,90,,0,0,-1,100,-1,100
1211,tr23,37,4000,10,,0,0,-1,100,-1,100
1212,tr24,37,16000,120,,0,0,-1,100,-1,100
1213,tr25,37,6000,80,,0,0,-1,100,-1,100
1214,tr26,37,2000,10,,0,0,-1,100,-1,100
1215,tr27,37,4000,10,,0,0,-1,100,-1,100
1216,tr28,37,16000,120,,0,0,-1,100,-1,100
1217,tr29,37,4000,10,,0,0,-1,100,-1,100
1218,tr30,37,4000,10,,0,0,-1,100,-1,100
1219,tr31,37,10000,100,,0,0,-1,100,-1,100
1220,tr32,37,6000,80,,0,0,-1,100,-1,100
1221,tr33,37,6000,80,,0,0,-1,100,-1,100
1222,tr34,37,6000,120,,0,0,-1,100,-1,100
1223,tr35,37,6000,90,,0,0,-1,100,-1,100
1224,tr36,37,10000,95,,0,0,-1,100,-1,100
1225,tr37,37,4000,10,,0,0,-1,100,-1,100
1226,tr38,37,4000,10,,0,0,-1,100,-1,100
1227,tr39,37,16000,120,,0,0,-1,100,-1,100
1228,tr40,37,2000,10,,0,0,-1,100,-1,100
1229,tr41,37,6000,85,,0,0,-1,100,-1,100
1230,tr42,37,10000,90,,0,0,-1,100,-1,100
1231,tr43,37,16000,130,,0,0,-1,100,-1,100
1232,tr44,37,4000,10,,0,0,-1,100,-1,100
1233,tr45,37,10000,90,,0,0,-1,100,-1,100
1234,tr46,37,4000,10,,0,0,-1,100,-1,100
1235,tr47,37,6000,80,,0,0,-1,100,-1,100
1236,tr48,37,4000,10,,0,0,-1,100,-1,100
1237,tr49,37,4000,10,,0,0,-1,100,-1,100
1238,tr50,37,10000,90,,0,0,-1,100,-1,100
1239,tr51,37,4000,10,,0,0,-1,100,-1,100
1240,tr52,37,6000,10,,0,0,-1,100,-1,100
1241,tr53,37,16000,120,,0,0,-1,100,-1,100
1242,tr54,37,4000,10,,0,0,-1,100,-1,100
1243,tr55,37,16000,120,,0,0,-1,100,-1,100
1244,tr56,37,6000,80,,0,0,-1,100,-1,100
1245,tr57,37,6000,80,,0,0,-1,100,-1,100
1246,tr58,37,6000,80,,0,0,-1,100,-1,100
1247,tr59,37,6000,80,,0,0,-1,100,-1,100
1248,tr60,37,6000,80,,0,0,-1,100,-1,100
1249,tr61,37,10000,90,,0,0,-1,100,-1,100
1250,tr62,37,6000,85,,0,0,-1,100,-1,100
1251,tr63,37,6000,80,,0,0,-1,100,-1,100
1252,tr64,37,16000,120,,0,0,-1,100,-1,100
1253,tr65,37,10000,90,,0,0,-1,100,-1,100
1254,tr66,37,16000,120,,0,0,-1,100,-1,100
1255,tr67,37,10000,90,,0,0,-1,100,-1,100
1256,tr68,37,4000,10,,0,0,-1,100,-1,100
1257,tr69,37,6000,80,,0,0,-1,100,-1,100
1258,tr70,37,10000,80,,0,0,-1,100,-1,100
1259,tr71,37,16000,130,,0,0,-1,100,-1,100
1260,tr72,37,16000,120,,0,0,-1,100,-1,100
1261,tr73,37,16000,120,,0,0,-1,100,-1,100
1262,tr74,37,10000,80,,0,0,-1,100,-1,100
1263,tr75,37,16000,100,,0,0,-1,100,-1,100
1264,tr76,37,6000,10,,0,0,-1,100,-1,100
1265,tr77,37,6000,10,,0,0,-1,100,-1,100
1266,tr78,37,10000,95,,0,0,-1,100,-1,100
1267,tr79,37,6000,10,,0,0,-1,100,-1,100
1268,tr80,37,6000,10,,0,0,-1,100,-1,100
1269,tr81,37,6000,95,,0,0,-1,100,-1,100
1270,tr82,37,4000,20,,0,0,-1,100,-1,100
1271,tr83,37,4000,10,,0,0,-1,100,-1,100
1272,tr84,37,6000,80,,0,0,-1,100,-1,100
1273,tr85,37,2000,10,,0,0,-1,100,-1,100
1274,tr86,37,10000,90,,0,0,-1,100,-1,100
1275,tr87,37,6000,80,,0,0,-1,100,-1,100
1276,tr88,37,6000,10,,0,0,-1,100,-1,100
1277,tr89,37,16000,110,,0,0,-1,100,-1,100
1278,tr90,37,10000,90,,0,0,-1,100,-1,100
1279,tr91,37,4000,10,,0,0,-1,100,-1,100
1280,tr92,37,6000,80,,0,0,-1,100,-1,100
1281,tr93,37,10000,85,,0,0,-1,100,-1,100
1282,tr94,37,10000,95,,0,0,-1,100,-1,100
1283,tr95,37,6000,80,,0,0,-1,100,-1,100
1284,tr96,37,10000,90,,0,0,-1,100,-1,100
1285,tr97,37,10000,85,,0,0,-1,100,-1,100
1286,tr98,37,6000,85,,0,0,-1,100,-1,100
1287,tr99,37,6000,80,,0,0,-1,100,-1,100
1288,tm00,37,10000,,,0,0,-1,100,-1,100
1289,lonely-mint,50,20,10,,0,0,-1,100,-1,100
1290,adamant-mint,50,20,10,,0,0,-1,100,-1,100
1291,naughty-mint,50,20,10,,0,0,-1,100,-1,100
1292,brave-mint,50,20,10,,0,0,-1,100,-1,100
1293,bold-mint,50,20,10,,0,0,-1,100,-1,100
1294,impish-mint,50,20,10,,0,0,-1,100,-1,100
1295,lax-mint,50,20,10,,0,0,-1,100,-1,100
1296,relaxed-mint,50,20,10,,0,0,-1,100,-1,100
1297,modest-mint,50,20,10,,0,0,-1,100,-1,100
1298,mild-mint,50,20,10,,0,0,-1,100,-1,100
1299,rash-mint,50,20,10,,0,0,-1,100,-1,100
1300,quiet-mint,50,20,10,,0,0,-1,100,-1,100
1301,calm-mint,50,20,10,,0,0,-1,100,-1,100
1302,gentle-mint,50,20,10,,0,0,-1,100,-1,100
1303,careful-mint,50,20,10,,0,0,-1,100,-1,100
1304,sassy-mint,50,20,10,,0,0,-1,100,-1,100
1305,timid-mint,50,20,10,,0,0,-1,100,-1,100
1306,hasty-mint,50,20,10,,0,0,-1,100,-1,100
1307,jolly-mint,50,20,10,,0,0,-1,100,-1,100
1308,naive-mint,50,20,10,,0,0,-1,100,-1,100
1309,serious-mint,50,20,10,,0,0,-1,100,-1,100
1310,wishing-piece,9,20,50,,0,0,-1,100,-1,100
1311,cracked-pot,10,1600,80,,0,0,-1,100,-1,100
1312,chipped-pot,10,38000,80,,0,0,-1,100,-1,100
1313,hi-tech-earbuds,21,0,,,0,0,-1,100,-1,100
1314,fruit-bunch,51,2200,10,,0,0,-1,100,-1,100
1315,moomoo-cheese,51,2200,20,,0,0,-1,100,-1,100
1316,spice-mix,51,400,50,,0,0,-1,100,-1,100
1317,fresh-cream,51,950,10,,0,0,-1,100,-1,100
1318,packaged-curry,51,950,10,,0,0,-1,100,-1,100
1319,coconut-milk,51,950,10,,0,0,-1,100,-1,100
1320,instant-noodles,51,150,10,,0,0,-1,100,-1,100
1321,precooked-burger,51,150,10,,0,0,-1,100,-1,100
1322,gigantamix,51,15000,50,,0,0,-1,100,-1,100
1323,wishing-chip,23,0,,,0,0,-1,100,-1,100
1324,rotom-bike--water-mode,23,0,,,0,0,-1,100,-1,100
1325,catching-charm,21,0,,,0,0,-1,100,-1,100
1326,old-letter,22,0,,,0,0,-1,100,-1,100
1327,band-autograph,23,0,,,0,0,-1,100,-1,100
1328,sonias-book,22,0,,,0,0,-1,100,-1,100
1329,rotom-catalog,21,0,,,0,0,-1,100,-1,100
1330,dynamax-crystal-and458,49,20,,,0,0,-1,100,-1,100
1331,dynamax-crystal-and15,49,20,,,0,0,-1,100,-1,100
1332,dynamax-crystal-and337,49,20,,,0,0,-1,100,-1,100
1333,dynamax-crystal-and603,49,20,,,0,0,-1,100,-1,100
1334,dynamax-crystal-and390,49,20,,,0,0,-1,100,-1,100
1335,dynamax-crystal-sgr6879,49,20,,,0,0,-1,100,-1,100
1336,dynamax-crystal-sgr6859,49,20,,,0,0,-1,100,-1,100
1337,dynamax-crystal-sgr6913,49,20,,,0,0,-1,100,-1,100
1338,dynamax-crystal-sgr7348,49,20,,,0,0,-1,100,-1,100
1339,dynamax-crystal-sgr7121,49,20,,,0,0,-1,100,-1,100
1340,dynamax-crystal-sgr6746,49,20,,,0,0,-1,100,-1,100
1341,dynamax-crystal-sgr7194,49,20,,,0,0,-1,100,-1,100
1342,dynamax-crystal-sgr7337,49,20,,,0,0,-1,100,-1,100
1343,dynamax-crystal-sgr7343,49,20,,,0,0,-1,100,-1,100
1344,dynamax-crystal-sgr6812,49,20,,,0,0,-1,100,-1,100
1345,dynamax-crystal-sgr7116,49,20,,,0,0,-1,100,-1,100
1346,dynamax-crystal-sgr7264,49,20,,,0,0,-1,100,-1,100
1347,dynamax-crystal-sgr7597,49,20,,,0,0,-1,100,-1,100
1348,dynamax-crystal-del7882,49,20,,,0,0,-1,100,-1,100
1349,dynamax-crystal-del7906,49,20,,,0,0,-1,100,-1,100
1350,dynamax-crystal-del7852,49,20,,,0,0,-1,100,-1,100
1351,dynamax-crystal-psc596,49,20,,,0,0,-1,100,-1,100
1352,dynamax-crystal-psc361,49,20,,,0,0,-1,100,-1,100
1353,dynamax-crystal-psc510,49,20,,,0,0,-1,100,-1,100
1354,dynamax-crystal-psc437,49,20,,,0,0,-1,100,-1,100
1355,dynamax-crystal-psc8773,49,20,,,0,0,-1,100,-1,100
1356,dynamax-crystal-lep1865,49,20,,,0,0,-1,100,-1,100
1357,dynamax-crystal-lep1829,49,20,,,0,0,-1,100,-1,100
1358,dynamax-crystal-boo5340,49,20,,,0,0,-1,100,-1,100
1359,dynamax-crystal-boo5506,49,20,,,0,0,-1,100,-1,100
1360,dynamax-crystal-boo5435,49,20,,,0,0,-1,100,-1,100
1361,dynamax-crystal-boo5602,49,20,,,0,0,-1,100,-1,100
1362,dynamax-crystal-boo5733,49,20,,,0,0,-1,100,-1,100
