id,identifier,category_id,cost,fling_power,fling_effect_id,timing_id,is_berry,change_stat_id,change_stat_val,change_stat_id2,change_stat_val2
1726,cherry-tomatoes,53,120,,,0,0,-1,100,-1,100
1727,cucumber,53,130,,,0,0,-1,100,-1,100
1728,pickle,53,90,,,0,0,-1,100,-1,100
1729,onion,53,130,,,0,0,-1,100,-1,100
1730,red-onion,53,230,,,0,0,-1,100,-1,100
1731,green-bell-pepper,53,230,,,0,0,-1,100,-1,100
1732,red-bell-pepper,53,240,,,0,0,-1,100,-1,100
1733,yellow-bell-pepper,53,240,,,0,0,-1,100,-1,100
1734,avocado,53,180,,,0,0,-1,100,-1,100
1735,bacon,53,150,,,0,0,-1,100,-1,100
1736,ham,53,170,,,0,0,-1,100,-1,100
1737,prosciutto,53,200,,,0,0,-1,100,-1,100
1738,chorizo,53,150,,,0,0,-1,100,-1,100
1739,herbed-sausage,53,400,,,0,0,-1,100,-1,100
1740,hamburger,53,380,,,0,0,-1,100,-1,100
1741,klawf-stick,53,500,,,0,0,-1,100,-1,100
1742,smoked-fillet,53,330,,,0,0,-1,100,-1,100
1743,fried-fillet,53,360,,,0,0,-1,100,-1,100
1744,egg,53,80,,,0,0,-1,100,-1,100
1745,potato-tortilla,53,250,,,0,0,-1,100,-1,100
1746,tofu,53,260,,,0,0,-1,100,-1,100
1747,rice,53,280,,,0,0,-1,100,-1,100
1748,noodles,53,280,,,0,0,-1,100,-1,100
1749,potato-salad,53,110,,,0,0,-1,100,-1,100
1750,cheese,53,120,,,0,0,-1,100,-1,100
1751,banana,53,80,,,0,0,-1,100,-1,100
1752,strawberry,53,140,,,0,0,-1,100,-1,100
1753,apple,53,130,,,0,0,-1,100,-1,100
1754,kiwi,53,180,,,0,0,-1,100,-1,100
1755,pineapple,53,250,,,0,0,-1,100,-1,100
1756,jalapeo,53,220,,,0,0,-1,100,-1,100
1757,horseradish,53,410,,,0,0,-1,100,-1,100
1758,curry-powder,53,450,,,0,0,-1,100,-1,100
1759,wasabi,53,330,,,0,0,-1,100,-1,100
1760,watercress,53,270,,,0,0,-1,100,-1,100
1761,basil,53,280,,,0,0,-1,100,-1,100
1762,venonat-fang,54,80,,,0,0,-1,100,-1,100
1763,diglett-dirt,54,80,,,0,0,-1,100,-1,100
1764,meowth-fur,54,80,,,0,0,-1,100,-1,100
1765,psyduck-down,54,60,,,0,0,-1,100,-1,100
1766,mankey-fur,54,80,,,0,0,-1,100,-1,100
1767,growlithe-fur,54,80,,,0,0,-1,100,-1,100
1768,slowpoke-claw,54,80,,,0,0,-1,100,-1,100
1769,magnemite-screw,54,80,,,0,0,-1,100,-1,100
1770,grimer-toxin,54,80,,,0,0,-1,100,-1,100
1771,shellder-pearl,54,140,,,0,0,-1,100,-1,100
1772,gastly-gas,54,80,,,0,0,-1,100,-1,100
1773,drowzee-fur,54,60,,,0,0,-1,100,-1,100
1774,voltorb-sparks,54,80,,,0,0,-1,100,-1,100
1775,scyther-claw,54,100,,,0,0,-1,100,-1,100
1776,tauros-hair,54,100,,,0,0,-1,100,-1,100
1777,magikarp-scales,54,40,,,0,0,-1,100,-1,100
1778,ditto-goo,54,300,,,0,0,-1,100,-1,100
1779,eevee-fur,54,200,,,0,0,-1,100,-1,100
1780,dratini-scales,54,200,,,0,0,-1,100,-1,100
1781,pichu-fur,54,100,,,0,0,-1,100,-1,100
1782,igglybuff-fluff,54,60,,,0,0,-1,100,-1,100
1783,mareep-wool,54,60,,,0,0,-1,100,-1,100
1784,hoppip-leaf,54,60,,,0,0,-1,100,-1,100
1785,sunkern-leaf,54,60,,,0,0,-1,100,-1,100
1786,murkrow-bauble,54,100,,,0,0,-1,100,-1,100
1787,misdreavus-tears,54,80,,,0,0,-1,100,-1,100
1788,girafarig-fur,54,100,,,0,0,-1,100,-1,100
1789,pineco-husk,54,80,,,0,0,-1,100,-1,100
1790,dunsparce-scales,54,120,,,0,0,-1,100,-1,100
1791,qwilfish-spines,54,80,,,0,0,-1,100,-1,100
1792,heracross-claw,54,100,,,0,0,-1,100,-1,100
1793,sneasel-claw,54,80,,,0,0,-1,100,-1,100
1794,teddiursa-claw,54,80,,,0,0,-1,100,-1,100
1795,delibird-parcel,54,240,,,0,0,-1,100,-1,100
1796,houndour-fang,54,80,,,0,0,-1,100,-1,100
1797,phanpy-nail,54,80,,,0,0,-1,100,-1,100
1798,stantler-hair,54,120,,,0,0,-1,100,-1,100
1799,larvitar-claw,54,200,,,0,0,-1,100,-1,100
1800,wingull-feather,54,60,,,0,0,-1,100,-1,100
1801,ralts-dust,54,80,,,0,0,-1,100,-1,100
1802,surskit-syrup,54,60,,,0,0,-1,100,-1,100
1803,shroomish-spores,54,80,,,0,0,-1,100,-1,100
1804,slakoth-fur,54,60,,,0,0,-1,100,-1,100
1805,makuhita-sweat,54,80,,,0,0,-1,100,-1,100
1806,azurill-fur,54,60,,,0,0,-1,100,-1,100
1807,sableye-gem,54,200,,,0,0,-1,100,-1,100
1808,meditite-sweat,54,80,,,0,0,-1,100,-1,100
1809,gulpin-mucus,54,80,,,0,0,-1,100,-1,100
1810,numel-lava,54,80,,,0,0,-1,100,-1,100
1811,torkoal-coal,54,140,,,0,0,-1,100,-1,100
1812,spoink-pearl,54,140,,,0,0,-1,100,-1,100
1813,cacnea-needle,54,80,,,0,0,-1,100,-1,100
1814,swablu-fluff,54,100,,,0,0,-1,100,-1,100
1815,zangoose-claw,54,120,,,0,0,-1,100,-1,100
1816,seviper-fang,54,120,,,0,0,-1,100,-1,100
1817,barboach-slime,54,60,,,0,0,-1,100,-1,100
1818,shuppet-scrap,54,80,,,0,0,-1,100,-1,100
1819,tropius-leaf,54,140,,,0,0,-1,100,-1,100
1820,snorunt-fur,54,80,,,0,0,-1,100,-1,100
1821,luvdisc-scales,54,160,,,0,0,-1,100,-1,100
1822,bagon-scales,54,200,,,0,0,-1,100,-1,100
1823,starly-feather,54,60,,,0,0,-1,100,-1,100
1824,kricketot-shell,54,40,,,0,0,-1,100,-1,100
1825,shinx-fang,54,60,,,0,0,-1,100,-1,100
1826,combee-honey,54,100,,,0,0,-1,100,-1,100
1827,pachirisu-fur,54,100,,,0,0,-1,100,-1,100
1828,buizel-fur,54,80,,,0,0,-1,100,-1,100
1829,shellos-mucus,54,80,,,0,0,-1,100,-1,100
1830,drifloon-gas,54,80,,,0,0,-1,100,-1,100
1831,stunky-fur,54,80,,,0,0,-1,100,-1,100
1832,bronzor-fragment,54,80,,,0,0,-1,100,-1,100
1833,bonsly-tears,54,80,,,0,0,-1,100,-1,100
1834,happiny-dust,54,300,,,0,0,-1,100,-1,100
1835,spiritomb-fragment,54,240,,,0,0,-1,100,-1,100
1836,gible-scales,54,200,,,0,0,-1,100,-1,100
1837,riolu-fur,54,160,,,0,0,-1,100,-1,100
1838,hippopotas-sand,54,80,,,0,0,-1,100,-1,100
1839,croagunk-poison,54,80,,,0,0,-1,100,-1,100
1840,finneon-scales,54,80,,,0,0,-1,100,-1,100
1841,snover-berries,54,60,,,0,0,-1,100,-1,100
1842,rotom-sparks,54,200,,,0,0,-1,100,-1,100
1843,petilil-leaf,54,60,,,0,0,-1,100,-1,100
1844,basculin-fang,54,80,,,0,0,-1,100,-1,100
1845,sandile-claw,54,80,,,0,0,-1,100,-1,100
1846,zorua-fur,54,140,,,0,0,-1,100,-1,100
1847,gothita-eyelash,54,80,,,0,0,-1,100,-1,100
1848,deerling-hair,54,60,,,0,0,-1,100,-1,100
1849,foongus-spores,54,80,,,0,0,-1,100,-1,100
1850,alomomola-mucus,54,120,,,0,0,-1,100,-1,100
1851,tynamo-slime,54,80,,,0,0,-1,100,-1,100
1852,axew-scales,54,200,,,0,0,-1,100,-1,100
1853,cubchoo-fur,54,80,,,0,0,-1,100,-1,100
1854,cryogonal-ice,54,100,,,0,0,-1,100,-1,100
1855,pawniard-blade,54,80,,,0,0,-1,100,-1,100
1856,rufflet-feather,54,80,,,0,0,-1,100,-1,100
1857,deino-scales,54,200,,,0,0,-1,100,-1,100
1858,larvesta-fuzz,54,200,,,0,0,-1,100,-1,100
1859,fletchling-feather,54,60,,,0,0,-1,100,-1,100
1860,scatterbug-powder,54,40,,,0,0,-1,100,-1,100
1861,litleo-tuft,54,80,,,0,0,-1,100,-1,100
1862,flabb-pollen,54,80,,,0,0,-1,100,-1,100
1863,skiddo-leaf,54,80,,,0,0,-1,100,-1,100
1864,skrelp-kelp,54,100,,,0,0,-1,100,-1,100
1865,clauncher-claw,54,100,,,0,0,-1,100,-1,100
1866,hawlucha-down,54,100,,,0,0,-1,100,-1,100
1867,dedenne-fur,54,100,,,0,0,-1,100,-1,100
1868,goomy-goo,54,140,,,0,0,-1,100,-1,100
1869,klefki-key,54,100,,,0,0,-1,100,-1,100
1870,bergmite-ice,54,80,,,0,0,-1,100,-1,100
1871,noibat-fur,54,80,,,0,0,-1,100,-1,100
1872,yungoos-fur,54,60,,,0,0,-1,100,-1,100
1873,crabrawler-shell,54,100,,,0,0,-1,100,-1,100
1874,oricorio-feather,54,100,,,0,0,-1,100,-1,100
1875,rockruff-rock,54,80,,,0,0,-1,100,-1,100
1876,mareanie-spike,54,80,,,0,0,-1,100,-1,100
1877,mudbray-mud,54,80,,,0,0,-1,100,-1,100
1878,fomantis-leaf,54,80,,,0,0,-1,100,-1,100
1879,salandit-gas,54,80,,,0,0,-1,100,-1,100
1880,bounsweet-sweat,54,80,,,0,0,-1,100,-1,100
1881,oranguru-fur,54,120,,,0,0,-1,100,-1,100
1882,passimian-fur,54,120,,,0,0,-1,100,-1,100
1883,sandygast-sand,54,80,,,0,0,-1,100,-1,100
1884,komala-claw,54,100,,,0,0,-1,100,-1,100
1885,mimikyu-scrap,54,40,,,0,0,-1,100,-1,100
1886,bruxish-tooth,54,100,,,0,0,-1,100,-1,100
1887,chewtle-claw,54,80,,,0,0,-1,100,-1,100
1888,skwovet-fur,54,60,,,0,0,-1,100,-1,100
1889,arrokuda-scales,54,80,,,0,0,-1,100,-1,100
1890,rookidee-feather,54,80,,,0,0,-1,100,-1,100
1891,toxel-sparks,54,80,,,0,0,-1,100,-1,100
1892,falinks-sweat,54,120,,,0,0,-1,100,-1,100
1893,cufant-tarnish,54,80,,,0,0,-1,100,-1,100
1894,rolycoly-coal,54,80,,,0,0,-1,100,-1,100
1895,silicobra-sand,54,80,,,0,0,-1,100,-1,100
1896,indeedee-fur,54,120,,,0,0,-1,100,-1,100
1897,pincurchin-spines,54,100,,,0,0,-1,100,-1,100
1898,snom-thread,54,80,,,0,0,-1,100,-1,100
1899,impidimp-hair,54,80,,,0,0,-1,100,-1,100
1900,applin-juice,54,100,,,0,0,-1,100,-1,100
1901,sinistea-chip,54,80,,,0,0,-1,100,-1,100
1902,hatenna-dust,54,80,,,0,0,-1,100,-1,100
1903,stonjourner-stone,54,120,,,0,0,-1,100,-1,100
1904,eiscue-down,54,120,,,0,0,-1,100,-1,100
1905,dreepy-powder,54,200,,,0,0,-1,100,-1,100
1906,lechonk-hair,54,60,,,0,0,-1,100,-1,100
1907,tarountula-thread,54,60,,,0,0,-1,100,-1,100
1908,nymble-claw,54,60,,,0,0,-1,100,-1,100
1909,rellor-mud,54,80,,,0,0,-1,100,-1,100
1910,greavard-wax,54,80,,,0,0,-1,100,-1,100
1911,flittle-down,54,80,,,0,0,-1,100,-1,100
1912,wiglett-sand,54,80,,,0,0,-1,100,-1,100
1913,dondozo-whisker,54,160,,,0,0,-1,100,-1,100
1914,veluza-fillet,54,140,,,0,0,-1,100,-1,100
1915,finizen-mucus,54,100,,,0,0,-1,100,-1,100
1916,smoliv-oil,54,80,,,0,0,-1,100,-1,100
1917,capsakid-seed,54,80,,,0,0,-1,100,-1,100
1918,tadbulb-mucus,54,80,,,0,0,-1,100,-1,100
1919,varoom-fume,54,80,,,0,0,-1,100,-1,100
1920,orthworm-tarnish,54,200,,,0,0,-1,100,-1,100
1921,tandemaus-fur,54,80,,,0,0,-1,100,-1,100
1922,cetoddle-grease,54,80,,,0,0,-1,100,-1,100
1923,frigibax-scales,54,200,,,0,0,-1,100,-1,100
1924,tatsugiri-scales,54,200,,,0,0,-1,100,-1,100
1925,cyclizar-scales,54,120,,,0,0,-1,100,-1,100
1926,pawmi-fur,54,100,,,0,0,-1,100,-1,100
1927,wattrel-feather,54,120,,,0,0,-1,100,-1,100
1928,bombirdier-feather,54,200,,,0,0,-1,100,-1,100
1929,squawkabilly-feather,54,80,,,0,0,-1,100,-1,100
1930,flamigo-down,54,80,,,0,0,-1,100,-1,100
1931,klawf-claw,54,200,,,0,0,-1,100,-1,100
1932,nacli-salt,54,80,,,0,0,-1,100,-1,100
1933,glimmet-crystal,54,120,,,0,0,-1,100,-1,100
1934,shroodle-ink,54,80,,,0,0,-1,100,-1,100
1935,fidough-fur,54,80,,,0,0,-1,100,-1,100
1936,maschiff-fang,54,80,,,0,0,-1,100,-1,100
1937,bramblin-twig,54,80,,,0,0,-1,100,-1,100
1938,gimmighoul-coin,54,800,,,0,0,-1,100,-1,100
1939,tinkatink-hair,54,80,,,0,0,-1,100,-1,100
1940,charcadet-soot,54,160,,,0,0,-1,100,-1,100
1941,toedscool-flaps,54,100,,,0,0,-1,100,-1,100
1942,wooper-slime,54,60,,,0,0,-1,100,-1,100
1943,tm100,37,0,,,0,0,-1,100,-1,100
1944,tm101,37,0,,,0,0,-1,100,-1,100
1945,tm102,37,0,,,0,0,-1,100,-1,100
1946,tm103,37,0,,,0,0,-1,100,-1,100
1947,tm104,37,0,,,0,0,-1,100,-1,100
1948,tm105,37,0,,,0,0,-1,100,-1,100
1949,tm106,37,0,,,0,0,-1,100,-1,100
1950,tm107,37,0,,,0,0,-1,100,-1,100
1951,tm108,37,0,,,0,0,-1,100,-1,100
1952,tm109,37,0,,,0,0,-1,100,-1,100
1953,tm110,37,0,,,0,0,-1,100,-1,100
1954,tm111,37,0,,,0,0,-1,100,-1,100
1955,tm112,37,0,,,0,0,-1,100,-1,100
1956,tm113,37,0,,,0,0,-1,100,-1,100
1957,tm114,37,0,,,0,0,-1,100,-1,100
1958,tm115,37,0,,,0,0,-1,100,-1,100
1959,tm116,37,0,,,0,0,-1,100,-1,100
1960,tm117,37,0,,,0,0,-1,100,-1,100
1961,tm118,37,0,,,0,0,-1,100,-1,100
1962,tm119,37,0,,,0,0,-1,100,-1,100
1963,tm120,37,0,,,0,0,-1,100,-1,100
1964,tm121,37,0,,,0,0,-1,100,-1,100
1965,tm122,37,0,,,0,0,-1,100,-1,100
1966,tm123,37,0,,,0,0,-1,100,-1,100
1967,tm124,37,0,,,0,0,-1,100,-1,100
1968,tm125,37,0,,,0,0,-1,100,-1,100
1969,tm126,37,0,,,0,0,-1,100,-1,100
1970,tm127,37,0,,,0,0,-1,100,-1,100
1971,tm128,37,0,,,0,0,-1,100,-1,100
1972,tm129,37,0,,,0,0,-1,100,-1,100
1973,tm130,37,0,,,0,0,-1,100,-1,100
1974,tm131,37,0,,,0,0,-1,100,-1,100
1975,tm132,37,0,,,0,0,-1,100,-1,100
1976,tm133,37,0,,,0,0,-1,100,-1,100
1977,tm134,37,0,,,0,0,-1,100,-1,100
1978,tm135,37,0,,,0,0,-1,100,-1,100
1979,tm136,37,0,,,0,0,-1,100,-1,100
1980,tm137,37,0,,,0,0,-1,100,-1,100
1981,tm138,37,0,,,0,0,-1,100,-1,100
1982,tm139,37,0,,,0,0,-1,100,-1,100
1983,tm140,37,0,,,0,0,-1,100,-1,100
1984,tm141,37,0,,,0,0,-1,100,-1,100
1985,tm142,37,0,,,0,0,-1,100,-1,100
1986,tm143,37,0,,,0,0,-1,100,-1,100
1987,tm144,37,0,,,0,0,-1,100,-1,100
1988,tm145,37,0,,,0,0,-1,100,-1,100
1989,tm146,37,0,,,0,0,-1,100,-1,100
1990,tm147,37,0,,,0,0,-1,100,-1,100
1991,tm148,37,0,,,0,0,-1,100,-1,100
1992,tm149,37,0,,,0,0,-1,100,-1,100
1993,tm150,37,0,,,0,0,-1,100,-1,100
1994,tm151,37,0,,,0,0,-1,100,-1,100
1995,tm152,37,0,,,0,0,-1,100,-1,100
1996,tm153,37,0,,,0,0,-1,100,-1,100
1997,tm154,37,0,,,0,0,-1,100,-1,100
1998,tm155,37,0,,,0,0,-1,100,-1,100
1999,tm156,37,0,,,0,0,-1,100,-1,100
2000,tm157,37,0,,,0,0,-1,100,-1,100
2001,tm158,37,0,,,0,0,-1,100,-1,100
2002,tm159,37,0,,,0,0,-1,100,-1,100
2003,tm160,37,0,,,0,0,-1,100,-1,100
2004,tm161,37,0,,,0,0,-1,100,-1,100
2005,tm162,37,0,,,0,0,-1,100,-1,100
2006,tm163,37,0,,,0,0,-1,100,-1,100
2007,tm164,37,0,,,0,0,-1,100,-1,100
2008,tm165,37,0,,,0,0,-1,100,-1,100
2009,tm166,37,0,,,0,0,-1,100,-1,100
2010,tm167,37,0,,,0,0,-1,100,-1,100
2011,tm168,37,0,,,0,0,-1,100,-1,100
2012,tm169,37,0,,,0,0,-1,100,-1,100
2013,tm170,37,0,,,0,0,-1,100,-1,100
2014,tm171,37,0,,,0,0,-1,100,-1,100
2015,picnic-set,55,0,,,0,0,-1,100,-1,100
2016,academy-bottle,55,0,,,0,0,-1,100,-1,100
2017,academy-bottle,55,0,,,0,0,-1,100,-1,100
2018,polka-dot-bottle,55,1000,,,0,0,-1,100,-1,100
2019,striped-bottle,55,1000,,,0,0,-1,100,-1,100
2020,diamond-bottle,55,1000,,,0,0,-1,100,-1,100
2021,academy-cup,55,0,,,0,0,-1,100,-1,100
2022,academy-cup,55,0,,,0,0,-1,100,-1,100
2023,striped-cup,55,800,,,0,0,-1,100,-1,100
2024,polka-dot-cup,55,800,,,0,0,-1,100,-1,100
2025,flower-pattern-cup,55,800,,,0,0,-1,100,-1,100
2026,academy-tablecloth,55,0,,,0,0,-1,100,-1,100
2027,academy-tablecloth,55,0,,,0,0,-1,100,-1,100
2028,whimsical-tablecloth,55,2000,,,0,0,-1,100,-1,100
2029,leafy-tablecloth,55,2000,,,0,0,-1,100,-1,100
2030,spooky-tablecloth,55,4000,,,0,0,-1,100,-1,100
2031,academy-ball,55,0,,,0,0,-1,100,-1,100
2032,academy-ball,55,0,,,0,0,-1,100,-1,100
2033,marill-ball,55,2000,,,0,0,-1,100,-1,100
2034,yarn-ball,55,1000,,,0,0,-1,100,-1,100
2035,cyber-ball,55,2000,,,0,0,-1,100,-1,100
2036,gold-pick,55,400,,,0,0,-1,100,-1,100
2037,silver-pick,55,40,,,0,0,-1,100,-1,100
2038,red-flag-pick,55,120,,,0,0,-1,100,-1,100
2039,blue-flag-pick,55,120,,,0,0,-1,100,-1,100
2040,pika-pika-pick,55,480,,,0,0,-1,100,-1,100
2041,winking-pika-pick,55,1200,,,0,0,-1,100,-1,100
2042,vee-vee-pick,55,480,,,0,0,-1,100,-1,100
2043,smiling-vee-pick,55,1200,,,0,0,-1,100,-1,100
2044,blue-pok-ball-pick,55,200,,,0,0,-1,100,-1,100
2045,auspicious-armor,55,3000,,,0,0,-1,100,-1,100
2046,leaders-crest,55,3000,,,0,0,-1,100,-1,100
2047,pink-bottle,55,2000,,,0,0,-1,100,-1,100
2048,blue-bottle,55,2000,,,0,0,-1,100,-1,100
2049,yellow-bottle,55,2000,,,0,0,-1,100,-1,100
2050,steel-bottle-(r),55,1500,,,0,0,-1,100,-1,100
2051,steel-bottle-(y),55,1500,,,0,0,-1,100,-1,100
2052,steel-bottle-(b),55,1500,,,0,0,-1,100,-1,100
2053,silver-bottle,55,20000,,,0,0,-1,100,-1,100
2054,barred-cup,55,800,,,0,0,-1,100,-1,100
2055,diamond-pattern-cup,55,800,,,0,0,-1,100,-1,100
2056,fire-pattern-cup,55,800,,,0,0,-1,100,-1,100
2057,pink-cup,55,1500,,,0,0,-1,100,-1,100
2058,blue-cup,55,1500,,,0,0,-1,100,-1,100
2059,yellow-cup,55,1500,,,0,0,-1,100,-1,100
2060,pikachu-cup,55,2000,,,0,0,-1,100,-1,100
2061,eevee-cup,55,2000,,,0,0,-1,100,-1,100
2062,slowpoke-cup,55,2000,,,0,0,-1,100,-1,100
2063,silver-cup,55,20000,,,0,0,-1,100,-1,100
2064,exercise-ball,55,2000,,,0,0,-1,100,-1,100
2065,plaid-tablecloth-(y),55,3000,,,0,0,-1,100,-1,100
2066,plaid-tablecloth-(b),55,3000,,,0,0,-1,100,-1,100
2067,plaid-tablecloth-(r),55,3000,,,0,0,-1,100,-1,100
2068,b&w-grass-tablecloth,55,0,,,0,0,-1,100,-1,100
2069,battle-tablecloth,55,4000,,,0,0,-1,100,-1,100
2070,monstrous-tablecloth,55,2000,,,0,0,-1,100,-1,100
2071,striped-tablecloth,55,1500,,,0,0,-1,100,-1,100
2072,diamond-tablecloth,55,1500,,,0,0,-1,100,-1,100
2073,polka-dot-tablecloth,55,1500,,,0,0,-1,100,-1,100
2074,lilac-tablecloth,55,1000,,,0,0,-1,100,-1,100
2075,mint-tablecloth,55,1000,,,0,0,-1,100,-1,100
2076,peach-tablecloth,55,1000,,,0,0,-1,100,-1,100
2077,yellow-tablecloth,55,5000,,,0,0,-1,100,-1,100
2078,blue-tablecloth,55,5000,,,0,0,-1,100,-1,100
2079,pink-tablecloth,55,5000,,,0,0,-1,100,-1,100
2080,gold-bottle,55,30000,,,0,0,-1,100,-1,100
2081,bronze-bottle,55,10000,,,0,0,-1,100,-1,100
2082,gold-cup,55,15000,,,0,0,-1,100,-1,100
2083,bronze-cup,55,5000,,,0,0,-1,100,-1,100
2084,green-pok-ball-pick,55,200,,,0,0,-1,100,-1,100
2085,red-pok-ball-pick,55,200,,,0,0,-1,100,-1,100
2086,party-sparkler-pick,55,1600,,,0,0,-1,100,-1,100
2087,heroic-sword-pick,55,2000,,,0,0,-1,100,-1,100
2088,magical-star-pick,55,600,,,0,0,-1,100,-1,100
2089,magical-heart-pick,55,600,,,0,0,-1,100,-1,100
2090,parasol-pick,55,800,,,0,0,-1,100,-1,100
2091,blue-sky-flower-pick,55,1000,,,0,0,-1,100,-1,100
2092,sunset-flower-pick,55,1000,,,0,0,-1,100,-1,100
2093,sunrise-flower-pick,55,1000,,,0,0,-1,100,-1,100
2094,blue-dish,55,0,,,0,0,-1,100,-1,100
2095,green-dish,55,0,,,0,0,-1,100,-1,100
2096,orange-dish,55,0,,,0,0,-1,100,-1,100
2097,red-dish,55,0,,,0,0,-1,100,-1,100
2098,white-dish,55,0,,,0,0,-1,100,-1,100
2099,yellow-dish,55,0,,,0,0,-1,100,-1,100
2100,roto-stick,21,0,,,0,0,-1,100,-1,100
2101,teal-style-card,21,0,,,0,0,-1,100,-1,100
2102,teak-mask,20,0,,,0,0,-1,100,-1,100
2103,glimmering-charm,21,0,,,0,0,-1,100,-1,100
2104,cyrstal-cluster,20,0,,,0,0,-1,100,-1,100
2105,fairy-feather,12,750,,,0,0,1,120,3,120
2106,wellspring-mask,12,0,,,0,0,-1,100,-1,100
2107,hearthflame-mask,12,0,,,0,0,-1,100,-1,100
2108,cornerstone-mask,12,0,,,0,0,-1,100,-1,100
2109,syrupy-apple,10,500,,,0,0,-1,100,-1,100
2110,unremarkable-teacup,10,400,,,0,0,-1,100,-1,100
2111,masterpiece-teacup,10,9500,,,0,0,-1,100,-1,100
2112,health-mochi,26,125,,,0,0,-1,100,-1,100
2113,muscle-mochi,26,125,,,0,0,-1,100,-1,100
2114,resist-mochi,26,125,,,0,0,-1,100,-1,100
2115,genius-mochi,26,125,,,0,0,-1,100,-1,100
2116,clever-mochi,26,125,,,0,0,-1,100,-1,100
2117,swift-mochi,26,125,,,0,0,-1,100,-1,100
2118,fresh-start-mochi,26,75,,,0,0,-1,100,-1,100
2119,ekans-fang,54,15,,,0,0,-1,100,-1,100
2120,sandshrew-claw,54,10,,,0,0,-1,100,-1,100
2121,cleffa-fur,54,25,,,0,0,-1,100,-1,100
2122,vulpix-fur,54,35,,,0,0,-1,100,-1,100
2123,poliwag-slime,54,35,,,0,0,-1,100,-1,100
2124,bellsprout-vine,54,25,,,0,0,-1,100,-1,100
2125,geodude-fragment,54,30,,,0,0,-1,100,-1,100
2126,koffing-gas,54,25,,,0,0,-1,100,-1,100
2127,munchlax-fang,54,40,,,0,0,-1,100,-1,100
2128,sentret-fur,54,10,,,0,0,-1,100,-1,100
2129,hoothoot-feather,54,15,,,0,0,-1,100,-1,100
2130,spinarak-thread,54,10,,,0,0,-1,100,-1,100
2131,aipom-hair,54,30,,,0,0,-1,100,-1,100
2132,yanma-spike,54,35,,,0,0,-1,100,-1,100
2133,gligar-fang,54,40,,,0,0,-1,100,-1,100
2134,slugma-lava,54,20,,,0,0,-1,100,-1,100
2135,swinub-hair,54,35,,,0,0,-1,100,-1,100
2136,poochyena-fang,54,15,,,0,0,-1,100,-1,100
2137,lotad-leaf,54,20,,,0,0,-1,100,-1,100
2138,seedot-stem,54,20,,,0,0,-1,100,-1,100
2139,nosepass-fragment,54,40,,,0,0,-1,100,-1,100
2140,volbeat-fluid,54,10,,,0,0,-1,100,-1,100
2141,illumise-fluid,54,10,,,0,0,-1,100,-1,100
2142,corphish-shell,54,10,,,0,0,-1,100,-1,100
2143,feebas-scales,54,35,,,0,0,-1,100,-1,100
2144,duskull-fragment,54,40,,,0,0,-1,100,-1,100
2145,chingling-fragment,54,20,,,0,0,-1,100,-1,100
2146,timburr-sweat,54,30,,,0,0,-1,100,-1,100
2147,sewaddle-leaf,54,20,,,0,0,-1,100,-1,100
2148,ducklett-feather,54,15,,,0,0,-1,100,-1,100
2149,litwick-soot,54,30,,,0,0,-1,100,-1,100
2150,mienfoo-claw,54,40,,,0,0,-1,100,-1,100
2151,vullaby-feather,54,35,,,0,0,-1,100,-1,100
2152,carbink-jewel,54,50,,,0,0,-1,100,-1,100
2153,phantump-twig,54,20,,,0,0,-1,100,-1,100
2154,grubbin-thread,54,25,,,0,0,-1,100,-1,100
2155,cutiefly-powder,54,25,,,0,0,-1,100,-1,100
2156,jangmo-o-scales,54,50,,,0,0,-1,100,-1,100
2157,cramorant-down,54,30,,,0,0,-1,100,-1,100
2158,morpeko-snack,54,15,,,0,0,-1,100,-1,100
2159,poltchageist-powder,54,30,,,0,0,-1,100,-1,100
10001,black-augurite,10,0,,,0,0,-1,100,-1,100
10002,peat-block,10,0,,,0,0,-1,10,-1,1000